ind,date,tbstat,tbstat.yng,tbstat.ad,sex,age.known,age,season,year,socg,weight,toothwear,condition,body.length,temp,dam,young,age.sq,age.cb,unique ,body.length.est,smi
045P,04/11/2008,0,0,NA,1,0,0,Autumn,2008,KENNEL,11.9,0.25,VGOOD,86,38.8,NA,1,0,0,045P39756,86,8.40334699
045P,04/06/2009,0,0,NA,1,1,1,Summer,2009,KENNEL,10.4,0.25,GOOD,85.5,NA,NA,1,1,1,045P39968,85.5,7.520327568
045P,27/10/2009,0,0,NA,1,1,1,Autumn,2009,KENNEL,14.5,0.25,VGOOD,87,38.5,NA,1,1,1,045P40113,87,9.769123075
045P,24/05/2010,NA,NA,NA,1,2,2,Spring,2010,KENNEL,9.2,0.25,GOOD,87,NA,NA,2,4,8,045P40322,87,6.198340158
045P,21/09/2010,0,NA,0,1,2,2,Autumn,2010,KENNEL,11,0.5,GOOD,86,37.9,NA,2,4,8,045P40442,86,7.767799738
045P,13/06/2012,0,NA,0,1,3,3,Summer,2012,KENNEL,8,0.25,FAIR,87,37.2,NA,2,9,27,045P41073,87,5.389861007
045R,06/07/2004,0,0,NA,1,0,0,Summer,2004,WOOD_FARM,4.2,NA,GOOD,72,38.5,Q007,1,0,0,045R38174,72,6.10886101
045R,24/11/2004,0,0,NA,1,0,0,Autumn,2004,WOOD_FARM,9.4,NA,GOOD,82,38.8,Q007,1,0,0,045R38315,82,8.056563997
045R,19/05/2009,0,NA,0,1,5,5,Spring,2009,COLLIERS_WOOD,8.1,0.5,FAIR,84,38,Q007,2,25,125,045R39952,84,6.294307393
045R,24/05/2010,0,NA,0,1,6,6,Spring,2010,WOOD_FARM,7.9,0.75,GOOD,84,38.3,Q007,2,36,216,045R40322,84,6.138892396
045R,17/05/2011,0,NA,0,1,7,7,Spring,2011,COLLIERS_WOOD,7.2,0.75,FAIR,84,37.3,Q007,2,49,343,045R40680,84,5.594939905
045R,13/06/2012,0,NA,0,1,8,8,Summer,2012,COLLIERS_WOOD,7,0.75,FAIR,83.5,38.1,Q007,2,64,512,045R41073,83.5,5.573204496
045R,21/10/2014,0,NA,0,1,10,10,Autumn,2014,COLLIERS_WOOD,9.2,1,GOOD,83.5,39.1,Q007,2,100,1000,045R41933,83.5,7.324783052
045W,07/06/2005,0,0,NA,2,0,0,Summer,2005,PEGLARS,2.7,NA,GOOD,58,37.4,NA,1,0,0,045W38510,58,9.461279406
045Y,31/07/2007,0,0,NA,1,0,0,Summer,2007,JUNCTION,6.1,0,GOOD,80.5,38.4,NA,1,0,0,045Y39294,80.5,5.635831398
045Y,22/07/2008,0,0,NA,1,1,1,Summer,2008,JUNCTION,9.1,0.25,VGOOD,88,38.6,NA,1,1,1,045Y39651,88,5.852542356
045Y,10/12/2008,0,0,NA,1,1,1,Winter,2008,JUNCTION,12.7,0.25,GOOD,89,38.7,NA,1,1,1,045Y39792,89,7.801005169
045Y,21/07/2009,0,NA,0,1,2,2,Summer,2009,JUNCTION,9.4,0.25,GOOD,88,38,NA,2,4,8,045Y40015,88,6.045483313
045Y,12/05/2010,0,NA,0,1,3,3,Spring,2010,JUNCTION,11.5,0.5,VGOOD,89,37.5,NA,2,9,27,045Y40310,89,7.063902319
045Y,04/05/2011,0,NA,0,1,4,4,Spring,2011,JACKS_MIREY,9,0.25,FAIR,89,NA,NA,2,16,64,045Y40667,89,5.52827138
046A,09/09/2014,0,0,NA,1,0,0,Autumn,2014,BREAKHEART,3.5,0,POOR,69,38.4,NA,1,0,0,046A41891,69,6.052631386
046A,04/11/2014,0,0,NA,1,0,0,Autumn,2014,BREAKHEART,5.8,0.25,GOOD,73,38.9,NA,1,0,0,046A41947,73,7.975874956
046B,18/07/2006,0,0,NA,2,0,0,Summer,2006,HEDGE,4.9,0,FAIR,74,38.2,NA,1,0,0,046B38916,74,6.375544179
046B,22/07/2008,0,NA,0,2,2,2,Summer,2008,JUNCTION,8.8,0.25,FAIR,84,38.1,NA,2,4,8,046B39651,84,6.838259884
046B,09/12/2008,0,NA,0,2,2,2,Winter,2008,JUNCTION,12,0.5,GOOD,86,38.6,NA,2,4,8,046B39791,86,8.473963351
046E,14/08/2013,0,0,NA,2,0,0,Summer,2013,INCHBROOK,2.8,0,FAIR,63,38.3,NA,1,0,0,046E41500,63,7.009724514
046E,28/01/2014,0,0,NA,2,1,1,Winter,2014,INCHBROOK,7.7,0.5,FAIR,78,38.7,NA,1,1,1,046E41667,78,8.087921928
046E,24/06/2014,0,0,NA,2,1,1,Summer,2014,INCHBROOK,6.8,0.25,GOOD,80,39.5,NA,1,1,1,046E41814,80,6.443783571
046G,05/08/2003,0,0,NA,1,0,0,Summer,2003,LARCH,2.5,NA,FAIR,68,37.5,NA,1,0,0,046G37838,68,4.58774602
046K,17/07/2012,0,0,NA,1,0,0,Summer,2012,WEST,4.5,0,GOOD,70,38.7,NA,1,0,0,046K41107,70,7.339669623
046N,27/10/2009,1,1,NA,2,0,0,Autumn,2009,WOOD_FARM,7.1,0,VGOOD,77,39.1,NA,1,0,0,046N40113,77,7.859474101
046P,05/08/2008,1,1,NA,1,0,0,Summer,2008,SEPTIC_TANK,4.4,0,GOOD,72,38.4,NA,1,0,0,046P39665,72,6.399759153
046P,04/11/2008,1,1,NA,1,0,0,Autumn,2008,SEPTIC_TANK,6.9,0.25,GOOD,79,38.6,NA,1,0,0,046P39756,79,6.881715515
046P,19/05/2009,2,2,NA,1,1,1,Spring,2009,SEPTIC_TANK,7.7,0.25,GOOD,84,38.8,NA,1,1,1,046P39952,84,5.983477398
046P,27/10/2009,2,2,NA,1,1,1,Autumn,2009,SEPTIC_TANK,11.7,0.25,VGOOD,85,38.5,NA,1,1,1,046P40113,85,8.664584934
046P,19/01/2010,2,NA,2,1,2,2,Winter,2010,SEPTIC_TANK,10.3,0.25,VGOOD,84,38.3,NA,2,4,8,046P40197,84,8.003872364
046P,24/05/2010,2,NA,2,1,2,2,Spring,2010,SEPTIC_TANK,7,NA,FAIR,84,38.1,NA,2,4,8,046P40322,84,5.439524907
046P,16/06/2010,2,NA,2,1,2,2,Summer,2010,CEDAR,7.5,0.5,POOR,84,38.5,NA,2,4,8,046P40345,84,5.828062401
046P,21/09/2010,2,NA,2,1,2,2,Autumn,2010,SEPTIC_TANK,9.4,0.25,GOOD,86,38.1,NA,2,4,8,046P40442,86,6.637937958
046P,17/05/2011,1,NA,1,1,3,3,Spring,2011,SEPTIC_TANK,8.2,0.25,FAIR,85,38.2,NA,2,9,27,046P40680,85,6.072615082
046P,25/05/2011,1,NA,1,1,3,3,Spring,2011,CEDAR,8,0.25,GOOD,85,38.5,NA,2,9,27,046P40688,85,5.924502519
046P,12/07/2011,1,NA,1,1,3,3,Summer,2011,SEPTIC_TANK,8,0.25,FAIR,85,38.1,NA,2,9,27,046P40736,85,5.924502519
046P,26/06/2012,1,NA,1,1,4,4,Summer,2012,BREAKHEART,8.8,0.5,GOOD,85,38.1,NA,2,16,64,046P41086,85,6.516952771
046P,31/07/2013,1,NA,1,1,5,5,Summer,2013,SEPTIC_TANK,6.7,0.75,POOR,85,38.3,NA,2,25,125,046P41486,85,4.96177086
046R,06/07/2004,0,0,NA,2,0,0,Summer,2004,COLE_PARK,5.3,NA,GOOD,80,39.1,NA,1,0,0,046R38174,80,5.022360725
046R,05/10/2004,0,0,NA,2,0,0,Autumn,2004,COLE_PARK,9.9,NA,VERY_GOOD,87,39.3,NA,1,0,0,046R38265,87,6.669952996
046R,23/11/2004,0,0,NA,2,0,0,Autumn,2004,COLE_PARK,10.8,NA,VERY_GOOD,88,38.5,NA,1,0,0,046R38314,88,6.945874444
046R,21/06/2005,3,3,NA,2,1,1,Summer,2005,HONEYWELL,7.2,NA,POOR,90,38.1,NA,1,1,1,046R38524,90,4.226160564
046W,07/06/2005,2,2,NA,2,0,0,Summer,2005,PEGLARS,5,NA,GOOD,71,37.6,I019,1,0,0,046W38510,71,7.698077651
046W,02/08/2005,2,2,NA,2,0,0,Summer,2005,PEGLARS,6.6,NA,VERY_GOOD,77,38.1,I019,1,0,0,046W38566,77,7.305990009
046W,19/01/2006,3,3,NA,2,1,1,Winter,2006,NA,8,0,GOOD,NA,NA,I019,1,1,1,046W38736,NA,#VALUE!
046Y,31/07/2007,0,0,NA,2,0,0,Summer,2007,HEDGE,5.1,0,FAIR,72,38.5,Q087,1,0,0,046Y39294,72,7.417902654
046Y,24/10/2007,1,1,NA,2,0,0,Autumn,2007,HEDGE,8.4,0,GOOD,80.5,37.9,Q087,1,0,0,046Y39379,80.5,7.760817007
047A,10/09/2014,0,0,NA,1,0,0,Autumn,2014,NETTLE,6.8,0.25,VGOOD,79,39.4,021B,1,0,0,047A41892,79,6.781980507
047B,18/07/2006,0,0,NA,1,0,0,Summer,2006,HEDGE,4.8,0,GOOD,74.5,38.5,NA,1,0,0,047B38916,74.5,6.076721504
047B,24/10/2006,0,0,NA,1,0,0,Autumn,2006,HEDGE,9.3,0.25,GOOD,83,39.5,NA,1,0,0,047B39014,83,7.587474144
047B,08/05/2007,0,0,NA,1,1,1,Spring,2007,HEDGE,8.9,0.25,VGOOD,85.5,38.6,NA,1,1,1,047B39210,85.5,6.435664938
047E,14/08/2013,0,0,NA,1,0,0,Summer,2013,INCHBROOK,2.8,0,GOOD,62,38.4,070P,1,0,0,047E41500,62,7.480995845
047E,23/10/2013,0,0,NA,1,0,0,Autumn,2013,INCHBROOK,5.5,0,FAIR,71,39.8,070P,1,0,0,047E41570,71,8.467885416
047E,25/06/2014,0,0,NA,1,1,1,Summer,2014,INCHBROOK,6.5,0.25,GOOD,79,38.8,070P,1,1,1,047E41815,79,6.482775485
047E,05/11/2014,0,0,NA,1,1,1,Autumn,2014,INCHBROOK,8.2,0.5,GOOD,80,38.9,070P,1,1,1,047E41948,80,7.770444895
047G,05/08/2003,0,0,NA,1,0,0,Summer,2003,LARCH,3.5,NA,GOOD,66,38.8,H027,1,0,0,047G37838,66,7.251889981
047G,28/10/2003,0,0,NA,1,0,0,Autumn,2003,LARCH,5.3,NA,FAIR,71,38.8,H027,1,0,0,047G37922,71,8.15996231
047G,13/01/2004,0,0,NA,1,1,1,Winter,2004,LARCH,7.3,NA,GOOD,77.5,38.8,H027,1,1,1,047G37999,77.5,7.870943327
047G,14/09/2005,0,NA,0,1,2,2,Autumn,2005,LARCH,6.8,NA,FAIR,80.5,38.1,H027,2,4,8,047G38609,80.5,6.282566149
047K,17/07/2012,1,1,NA,1,0,0,Summer,2012,WEST,4.7,0,FAIR,71,39.2,053Y,1,0,0,047K41107,71,7.236192992
047N,27/10/2009,0,0,NA,1,0,0,Autumn,2009,COLLIERS_WOOD,7.9,0.25,VGOOD,79,39.1,045R,1,0,0,047N40113,79,7.879065589
047P,05/08/2008,0,0,NA,2,0,0,Summer,2008,SEPTIC_TANK,4.5,0,FAIR,73,38.6,D020,1,0,0,047P39665,73,6.188178845
047P,13/01/2009,1,1,NA,2,1,1,Winter,2009,SEPTIC_TANK,9.3,0.5,GOOD,93,38.8,D020,1,1,1,047P39826,93,4.777336203
047P,05/05/2009,1,1,NA,2,1,1,Spring,2009,CEDAR,8.4,0.25,FAIR,86.5,38,D020,1,1,1,047P39938,86.5,5.793569719
047P,19/05/2009,1,1,NA,2,1,1,Spring,2009,SEPTIC_TANK,8.7,0.25,FAIR,87,38.5,D020,1,1,1,047P39952,87,5.861473845
047P,13/10/2009,NA,NA,NA,2,1,1,Autumn,2009,CEDAR,13.2,0.25,VGOOD,87,38,D020,1,1,1,047P40099,87,8.893270661
047P,27/10/2009,1,1,NA,2,1,1,Autumn,2009,SEPTIC_TANK,13.6,0.25,VGOOD,87.5,38.5,D020,1,1,1,047P40113,87.5,8.95169856
047P,19/01/2010,1,NA,1,2,2,2,Winter,2010,SEPTIC_TANK,11.9,0.25,VGOOD,87,37.7,D020,2,4,8,047P40197,87,8.017418247
047P,19/04/2010,NA,NA,NA,2,2,2,Spring,2010,NA,9,NA,FAIR,NA,NA,D020,2,4,8,047P40287,87,#VALUE!
047R,06/07/2004,0,0,NA,1,0,0,Summer,2004,BREAKHEART,4.9,0,GOOD,73,39.1,U053,1,0,0,047R38174,73,6.738239187
047R,05/10/2004,0,0,NA,1,0,0,Autumn,2004,BREAKHEART,8.3,0,GOOD,82.5,39.1,U053,1,0,0,047R38265,82.5,6.940069152
047R,23/11/2004,0,0,NA,1,0,0,Autumn,2004,BREAKHEART,9.7,0.25,GOOD,83,38.5,U053,1,0,0,047R38314,83,7.913817118
047R,01/02/2005,0,0,NA,1,1,1,Winter,2005,BREAKHEART,9.2,0.25,GOOD,83.5,38.5,U053,1,1,1,047R38384,83.5,7.324783052
047R,22/06/2005,0,0,NA,1,1,1,Summer,2005,BREAKHEART,8.2,0.25,GOOD,86,38.9,U053,1,1,1,047R38525,86,5.790541623
047R,16/08/2005,0,0,NA,1,1,1,Summer,2005,BREAKHEART,7.7,0.25,GOOD,85,38.5,U053,1,1,1,047R38580,85,5.702333675
047W,07/06/2005,0,0,NA,1,0,0,Summer,2005,PEGLARS,4.4,NA,FAIR,70,37.7,NA,1,0,0,047W38510,70,7.176565853
047W,02/08/2005,1,1,NA,1,0,0,Summer,2005,PEGLARS,6.1,NA,GOOD,76,38.6,NA,1,0,0,047W38566,76,7.121177146
047W,22/05/2007,0,NA,0,1,2,2,Spring,2007,KENNEL,9.8,0.25,GOOD,83.5,38.3,NA,2,4,8,047W39224,83.5,7.802486294
047W,24/05/2010,0,NA,0,1,5,5,Spring,2010,KENNEL,6.9,0.25,FAIR,83,38.7,NA,2,25,125,047W40322,83,5.629416301
047Y,31/07/2007,0,0,NA,1,0,0,Summer,2007,HEDGE,4.7,0,GOOD,72.5,38.2,NA,1,0,0,047Y39294,72.5,6.64640046
047Y,23/10/2007,0,0,NA,1,0,0,Autumn,2007,HEDGE,8.6,0,GOOD,81,38.9,NA,1,0,0,047Y39378,81,7.748022426
047Y,23/01/2008,0,0,NA,1,1,1,Winter,2008,HEDGE,10,0,VGOOD,82,38.6,NA,1,1,1,047Y39470,82,8.570812763
047Y,23/07/2008,0,0,NA,1,1,1,Summer,2008,HEDGE,8.9,0.25,VGOOD,84,37.9,NA,1,1,1,047Y39652,84,6.915967382
048A,23/09/2014,0,0,NA,1,0,0,Autumn,2014,LARCH,5.5,0,FAIR,75,39.2,049B,1,0,0,048A41905,75,6.776060179
048B,18/07/2006,0,0,NA,1,0,0,Summer,2006,WEST,3.8,0,GOOD,68.5,38,NA,1,0,0,048B38916,68.5,6.768685202
048B,24/10/2006,0,0,NA,1,0,0,Autumn,2006,WEST,8.6,0,GOOD,77.5,38.8,NA,1,0,0,048B39014,77.5,9.272618166
048B,08/05/2007,0,0,NA,1,1,1,Spring,2007,WEST,8,0.25,GOOD,81,37.9,NA,1,1,1,048B39210,81,7.207462722
048B,31/07/2007,0,0,NA,1,1,1,Summer,2007,WEST,8.5,0.25,GOOD,82.5,37.7,NA,1,1,1,048B39294,82.5,7.107299734
048B,06/05/2008,0,NA,0,1,2,2,Spring,2008,WEST,8.3,0,VGOOD,82,38.2,NA,2,4,8,048B39574,82,7.113774593
048B,16/06/2008,NA,NA,NA,1,2,2,Summer,2008,NA,7.5,0,GOOD,NA,NA,NA,2,4,8,048B39615,82,#VALUE!
048E,14/08/2013,0,0,NA,1,0,0,Summer,2013,INCHBROOK,2.2,0,POOR,59,39.2,NA,1,0,0,048E41500,59,7.191475873
048G,05/08/2003,0,0,NA,1,0,0,Summer,2003,LARCH,4.3,NA,FAIR,71.5,38.9,J017,1,0,0,048G37838,71.5,6.434086415
048K,17/07/2012,0,0,NA,2,0,0,Summer,2012,WEST,4.4,0,FAIR,68,38.5,005P,1,0,0,048K41107,68,8.074432994
048N,28/10/2009,0,0,NA,1,0,0,Autumn,2009,COLLIERS_WOOD,7.3,0,GOOD,78,39.2,045R,1,0,0,048N40114,78,7.667770139
048P,05/08/2008,1,1,NA,1,0,0,Summer,2008,YEW,4.2,0,FAIR,72,38,NA,1,0,0,048P39665,72,6.10886101
048P,04/11/2008,1,1,NA,1,0,0,Autumn,2008,YEW,6.4,0,FAIR,76,38.1,NA,1,0,0,048P39756,76,7.471398973
048P,19/05/2009,1,1,NA,1,1,1,Spring,2009,YEW,7,0.25,FAIR,82,38.2,NA,1,1,1,048P39952,82,5.999568934
048R,06/07/2004,0,0,NA,1,0,0,Summer,2004,COLE_PARK,4.9,NA,FAIR,75,39.5,NA,1,0,0,048R38174,75,6.036853614
048R,23/11/2004,0,0,NA,1,0,0,Autumn,2004,COLE_PARK,9.8,NA,VERY_GOOD,84,39.9,NA,1,0,0,048R38314,84,7.61533487
048R,01/02/2005,0,0,NA,1,1,1,Winter,2005,COLE_PARK,8.4,NA,GOOD,83,39.4,NA,1,1,1,048R38384,83,6.853202453
048R,21/06/2005,0,0,NA,1,1,1,Summer,2005,COLE_PARK,8.1,NA,GOOD,83,39.3,NA,1,1,1,048R38524,83,6.608445222
048R,12/10/2005,2,2,NA,1,1,1,Autumn,2005,COLE_PARK,9.2,NA,GOOD,84.5,39.8,NA,1,1,1,048R38637,84.5,6.978616358
048W,07/06/2005,0,0,NA,1,0,0,Summer,2005,PEGLARS,2.4,NA,GOOD,58,37.4,H069,1,0,0,048W38510,58,8.410026138
048W,02/08/2005,0,0,NA,1,0,0,Summer,2005,PEGLARS,3.7,NA,FAIR,64,38.6,H069,1,0,0,048W38566,64,8.688228084
048W,17/05/2006,0,0,NA,1,1,1,Spring,2006,PEGLARS,8.8,0.25,GOOD,82,38.7,H069,1,1,1,048W38854,82,7.542315231
048W,02/08/2006,0,0,NA,1,1,1,Summer,2006,PEGLARS,8,0.25,GOOD,81.5,38.6,H069,1,1,1,048W38931,81.5,7.029330493
048W,23/05/2007,0,NA,0,1,2,2,Spring,2007,KENNEL,8.2,0.25,GOOD,81.5,39,H069,2,4,8,048W39225,81.5,7.205063755
048W,20/05/2008,0,NA,0,1,3,3,Spring,2008,KENNEL,7.9,0.25,GOOD,81,38.9,H069,2,9,27,048W39588,81,7.117369438
048W,05/08/2008,0,NA,0,1,3,3,Summer,2008,PEGLARS,8.8,0.5,GOOD,82,39.1,H069,2,9,27,048W39665,82,7.542315231
048Y,31/07/2007,0,0,NA,1,0,0,Summer,2007,HEDGE,5.1,0,GOOD,72.5,38.3,NA,1,0,0,048Y39294,72.5,7.212051562
048Y,23/10/2007,0,0,NA,1,0,0,Autumn,2007,HEDGE,7.9,0,GOOD,79,37.9,NA,1,0,0,048Y39378,79,7.879065589
048Y,21/10/2008,0,0,NA,1,1,1,Autumn,2008,HEDGE,9.3,0.25,GOOD,82,37.5,NA,1,1,1,048Y39742,82,7.97085587
049A,23/09/2014,0,0,NA,1,0,0,Autumn,2014,ARTHURS,7.9,0,GOOD,NA,38.3,NA,1,0,0,049A41905,NA,#VALUE!
049B,19/07/2006,0,0,NA,1,0,0,Summer,2006,LARCH,3.4,0,FAIR,67.5,38.5,007G,1,0,0,049B38917,67.5,6.429428974
049B,24/10/2006,0,0,NA,1,0,0,Autumn,2006,LARCH,4.6,0,FAIR,72,38.9,007G,1,0,0,049B39014,72,6.690657296
049B,12/12/2006,1,1,NA,1,0,0,Winter,2006,LARCH,6,0.25,FAIR,75,38,007G,1,0,0,049B39063,75,7.39206565
049B,08/05/2007,1,1,NA,1,1,1,Spring,2007,LARCH,6.6,0.25,POOR,80,38.3,007G,1,1,1,049B39210,80,6.254260525
049B,31/07/2007,1,1,NA,1,1,1,Summer,2007,LARCH,6.7,0.25,GOOD,80.5,38.6,007G,1,1,1,049B39294,80.5,6.19017547
049B,23/10/2007,1,1,NA,1,1,1,Autumn,2007,LARCH,7.9,0.25,GOOD,80.5,38.2,007G,1,1,1,049B39378,80.5,7.298863614
049B,06/05/2008,1,NA,1,1,2,2,Spring,2008,LARCH,7.3,0.25,GOOD,80,38.7,007G,2,4,8,049B39574,80,6.917591187
049B,22/07/2008,1,NA,1,1,2,2,Summer,2008,LARCH,7.3,0.5,GOOD,80,38.1,007G,2,4,8,049B39651,80,6.917591187
049B,21/10/2008,1,NA,1,1,2,2,Autumn,2008,LARCH,9.2,0.5,GOOD,80,38.7,007G,2,4,8,049B39742,80,8.718060126
049B,02/06/2009,1,NA,1,1,3,3,Summer,2009,LARCH,5.6,0.25,FAIR,80,37.3,007G,2,9,27,049B39966,80,5.306645294
049B,21/07/2009,1,NA,1,1,3,3,Summer,2009,LARCH,6.5,0.5,FAIR,80,38.6,007G,2,9,27,049B40015,80,6.159499002
049B,11/05/2010,1,NA,1,1,4,4,Spring,2010,LARCH,5.9,0.5,POOR,81,37,007G,2,16,64,049B40309,81,5.315503757
049B,03/05/2011,1,NA,1,1,5,5,Spring,2011,LARCH,6,0.75,POOR,81,37,007G,2,25,125,049B40666,81,5.405597042
049B,05/07/2011,1,NA,1,1,5,5,Summer,2011,LARCH,5.8,0.75,POOR,80,37.4,007G,2,25,125,049B40729,80,5.49616834
049B,17/07/2012,1,NA,1,1,6,6,Summer,2012,LARCH,6.6,0.75,POOR,80.5,37.5,007G,2,36,216,049B41107,80.5,6.097784792
049B,19/09/2012,1,NA,1,1,6,6,Autumn,2012,LARCH,7.3,1,GOOD,80,38.3,007G,2,36,216,049B41171,80,6.917591187
049B,17/07/2013,1,NA,1,1,7,7,Summer,2013,LARCH,7.1,0.5,FAIR,80,38.4,007G,2,49,343,049B41472,80,6.728068141
049B,13/08/2014,1,NA,1,1,8,8,Summer,2014,LARCH,6.1,1,POOR,78,38.3,007G,2,64,512,049B41864,78,6.407314774
049E,08/10/2013,0,0,NA,1,0,0,Autumn,2013,WOOD_FARM,5.7,0,GOOD,76,39.3,057Y,1,0,0,049E41555,76,6.654214711
049E,19/08/2014,0,0,NA,1,1,1,Summer,2014,WOOD_FARM,6.6,0.25,GOOD,81,37.7,057Y,1,1,1,049E41870,81,5.946156746
049E,21/10/2014,0,0,NA,1,1,1,Autumn,2014,WOOD_FARM,9,0.25,VGOOD,81,38.3,057Y,1,1,1,049E41933,81,8.108395562
049G,05/08/2003,0,0,NA,1,0,0,Summer,2003,LARCH,3,NA,FAIR,61,37.9,J003,1,0,0,049G37838,61,8.563289123
049K,17/07/2012,0,0,NA,2,0,0,Summer,2012,LARCH,3.1,0,FAIR,67,37.5,NA,1,0,0,049K41107,67,6.042076454
049K,24/07/2012,NA,NA,NA,2,0,0,Summer,2012,NA,2.5,NA,POOR,NA,NA,NA,1,0,0,049K41114,NA,#VALUE!
049N,03/11/2009,1,1,NA,2,0,0,Autumn,2009,JACKS_MIREY,5.7,0,FAIR,78,38.3,NA,1,0,0,049N40120,78,5.987162985
049P,05/08/2008,0,0,NA,1,0,0,Summer,2008,YEW,3.6,0,FAIR,69,37.8,U069,1,0,0,049P39665,69,6.225563711
049P,13/01/2009,0,0,NA,1,1,1,Winter,2009,YEW,7.1,0.25,GOOD,80.5,38.4,U069,1,1,1,049P39826,80.5,6.559738185
049P,19/05/2009,0,0,NA,1,1,1,Spring,2009,YEW,6.7,0.25,POOR,81,37.8,U069,1,1,1,049P39952,81,6.03625003
049P,04/06/2009,1,1,NA,1,1,1,Summer,2009,YEW,6.2,NA,FAIR,82,NA,U069,1,1,1,049P39968,82,5.313903913
049P,19/01/2010,1,NA,1,1,2,2,Winter,2010,YEW,9.5,0.25,GOOD,82,38.3,U069,2,4,8,049P40197,82,8.142272125
049P,24/05/2010,1,NA,1,1,2,2,Spring,2010,YEW,6.9,0.5,FAIR,83,38.5,U069,2,4,8,049P40322,83,5.629416301
049P,21/09/2010,1,NA,1,1,2,2,Autumn,2010,YEW,9.9,0.5,VGOOD,83,38.4,U069,2,4,8,049P40442,83,8.076988605
049P,17/11/2010,1,NA,1,1,2,2,Autumn,2010,YEW,11.9,0.25,VGOOD,84,38,U069,2,4,8,049P40499,84,9.247192343
049P,17/05/2011,1,NA,1,1,3,3,Spring,2011,YEW,6.8,0.25,FAIR,83,37.9,U069,2,9,27,049P40680,83,5.547830557
049P,21/09/2011,1,NA,1,1,3,3,Autumn,2011,YEW,9.7,0.25,GOOD,83.5,37.5,U069,2,9,27,049P40807,83.5,7.722869087
049P,31/07/2012,1,NA,1,1,4,4,Summer,2012,TOP_SETT,5.9,0.5,POOR,82,37.9,U069,2,16,64,049P41121,82,5.05677953
049P,04/06/2013,1,NA,1,1,5,5,Summer,2013,YEW,7,0.5,POOR,84,38.3,U069,2,25,125,049P41429,84,5.439524907
049P,16/07/2013,1,NA,1,1,5,5,Summer,2013,BEECH,6.7,0.75,FAIR,82,38.2,U069,2,25,125,049P41471,82,5.742444551
049R,06/07/2004,0,0,NA,1,0,0,Summer,2004,BREAKHEART,4.7,0,FAIR,71.5,39.1,U054,1,0,0,049R38174,71.5,7.032606081
049R,23/11/2004,0,0,NA,1,0,0,Autumn,2004,BREAKHEART,9.2,NA,GOOD,83,38.7,U054,1,0,0,049R38314,83,7.505888401
049R,22/06/2005,0,0,NA,1,1,1,Summer,2005,BREAKHEART,8.5,0.25,VGOOD,85,39.2,U054,1,1,1,049R38525,85,6.294783927
049W,07/06/2005,0,0,NA,2,0,0,Summer,2005,SEPTIC_TANK,4,NA,GOOD,68,38.1,D020,1,0,0,049W38510,68,7.340393631
049W,03/08/2005,0,0,NA,2,0,0,Summer,2005,SEPTIC_TANK,4.8,NA,FAIR,75,37.8,D020,1,0,0,049W38567,75,5.91365252
049W,28/09/2005,0,0,NA,2,0,0,Autumn,2005,SEPTIC_TANK,5.6,NA,GOOD,76,38.6,D020,1,0,0,049W38623,76,6.537474102
049W,09/01/2007,0,NA,0,2,2,2,Winter,2007,SEPTIC_TANK,12.5,0.25,VGOOD,87,38.3,D020,2,4,8,049W39091,87,8.421657823
049W,21/08/2007,0,NA,0,2,2,2,Summer,2007,SEPTIC_TANK,11.1,0.25,VGOOD,87,38.2,D020,2,4,8,049W39315,87,7.478432147
049W,06/05/2009,0,NA,0,2,4,4,Spring,2009,CEDAR,9.4,0.75,FAIR,86.5,37.9,D020,2,16,64,049W39939,86.5,6.483280399
049W,24/05/2010,0,NA,0,2,5,5,Spring,2010,YEW,9,0.75,GOOD,86.5,38.2,D020,2,25,125,049W40322,86.5,6.207396127
049W,16/06/2010,0,NA,0,2,5,5,Summer,2010,CEDAR,8.5,0.5,GOOD,86,37.8,D020,2,25,125,049W40345,86,6.002390707
049W,12/07/2010,NA,NA,NA,2,5,5,Summer,2010,NA,9,NA,GOOD,NA,NA,D020,2,25,125,049W40371,86.6,#VALUE!
049Y,31/07/2007,NA,NA,NA,1,0,0,Summer,2007,WEST,4.9,0,GOOD,74,38.7,NA,1,0,0,049Y39294,74,6.375544179
049Y,06/05/2008,0,0,NA,1,1,1,Spring,2008,WEST,7.8,0.25,GOOD,84,38.9,NA,1,1,1,049Y39574,84,6.061184897
049Y,02/06/2009,0,NA,0,1,2,2,Summer,2009,WEST,7.1,0.25,FAIR,84,38.5,NA,2,4,8,049Y39966,84,5.517232406
049Y,03/05/2011,0,NA,0,1,4,4,Spring,2011,WEST,7.1,0.5,POOR,84.5,38,NA,2,16,64,049Y40666,84.5,5.385671319
050A,23/09/2014,0,0,NA,2,0,0,Autumn,2014,LARCH,4.4,0,FAIR,70,36.7,NA,1,0,0,050A41905,70,7.176565853
050B,19/07/2006,0,0,NA,2,0,0,Summer,2006,JUNCTION,4.1,0,FAIR,71.5,38.2,Q028,1,0,0,050B38917,71.5,6.134826581
050E,09/10/2013,0,0,NA,1,0,0,Autumn,2013,COLLIERS_WOOD,5.6,0,FAIR,74,38.4,045R,1,0,0,050E41556,74,7.286336205
050G,05/08/2003,0,0,NA,1,0,0,Summer,2003,LARCH,3.3,NA,FAIR,63,38.5,H027,1,0,0,050G37838,63,8.261461035
